,municipality_id,municipality,munici_English,Total population (Both sexes),Total population (0-14),Total population (15-64),Total population (65 and over),Foreigners (Total),Densely inhabited districts population,Live births,Deaths,Number of in-migrants from other municipalities,Number of out-migrants to other municipalities,Daytime population,Number of households (Total),Number of private households,Nuclear families,One-person households,No. of nuclear families with household members 65 years of age and over,No. of aged-couple households (Only aged couple),No. of aged-single-person households (Aged 65 and over),Marriages,Divorces,Total land area (Excl. the northern territories and Takeshima),Inhabitable area,Taxable income,Tax debtor (per income),Number of establishments,Number of establishments (Secondary industry),Number of establishments (Tertiary industry),Number of persons engaged,Number of persons engaged (Secondary industry),Number of persons engaged (Tertiary industry),Cultivated land area,"Value of manufactured goods shipments, etc.",Number of manufacturing employees,Annual sales of commercial goods,Number of establishments (Wholesale and retail trade),Number of employees (Wholesale and retail trade),Financial strength index (municipalities),Real term balance of revenue to expenditure (municipalities),Ratio of net cost of bonds (municipalities),Settlement of total revenue (municipalities),Settlement of total expenditure (municipalities),Local taxes (municipalities),Number of kindergartens,Number of Kindergarten students,Number of elementary schools,Number of elementary school teachers,Elementary school students,Number of lower secondary schools,Number of lower secondary school teachers,Lower secondary school students,Number of upper secondary schools,Upper secondary school students,Population in labour force,Employed persons,Unemployed persons,Persons employed in primary industry,Persons employed in secondary industry,Persons employed in tertiary industry,No. of employees,"No. of board member of company, etc.","No. of self-employed, employing others","No. of self-employed, not employing others",No. of family employees (Total),Population working in the same municipalities,Commuters to other municipality,Employed persons based on workplace,Workers commuting from other municipalities,No. of public halls,No. of libraries,Number of dwellings with occupying households,No. of owned houses,No. of rented houses,Area of floor space per dwelling,Population covered by waste processing service,Garbage planned collection population,Total volume of waste matter (Total),Rate of recycled,No. of retail stores,No. of eating and drinking places,No. of large-scale retail stores,No. of department stores and general merchandise store,General hospitals,Medical clinics,Dental clinic,Physicians,Dentists,No. of pharmacists,No. of elderly nursing facilities,No. of child welfare institutions (Excl. midwifery home and children's playground),Number of nursery centers,Number of infants enrolled in nursery centers,Persons insured by national health insurance
1613,38206.0,西条市　　　　,Saijo-shi,108174,13857,60473,32793,837,30063,828,1417,2539,2864,104594,44595,44510,27121,13184,11416,6683,6112,459,190,509.98,155.2,123699,44972,5100,1090,3928,45862,13792,31408,58,719733,8961,178371,1014,7177,0.7,7.6,8.4,53741,51607,15429,14,858,26,449,5721,10,242,2786,5,2243,53419,51081,2338,3811,16186,29752,39837,2400,1102,4288,2319,40262,9523,49021,7463,29,4,43290,31960,10830,112.57,22934,111783,44964,10.3,964,486,16,2,9,93,55,195,64,184,8,38,30,2693,26471
1614,38207.0,大洲市　　　　,Ozu-shi,44086,5370,23586,14715,114,8095,291,660,996,1249,44642,18057,18011,10525,5445,4883,2739,2859,156,70,432.22,117.01,43432,16894,2725,400,2294,20352,3965,15825,32,31038,2130,80157,595,3236,0.36,11.9,9,26042,24037,4495,8,304,13,186,2133,10,140,1151,6,1400,21644,20892,752,2431,4473,13225,15164,943,489,2392,1403,16934,3490,21553,4151,43,4,17580,12950,4460,110.74,9343,44953,14368,7.3,570,253,5,1,5,62,24,108,31,80,4,19,16,1001,11528
1615,38210.0,伊予市　　　　,Iyo-shi,36827,4609,20602,11556,182,14096,204,499,984,1104,33302,14003,13980,8906,3258,4010,2146,1823,111,52,194.44,79.37,38749,14569,1601,333,1254,13424,3974,9367,26,68027,2377,69140,374,2522,0.43,7.1,7.9,19036,18079,3798,5,337,9,154,1906,4,83,987,1,656,19036,18310,726,2641,4566,10613,13203,733,448,2241,1362,10113,7856,15580,5126,7,1,13810,11130,2500,123.48,3118,37937,11809,16.4,336,94,5,0,1,32,15,51,21,48,4,15,10,672,9406
1616,38213.0,四国中央市　　,Shikokuchuo-shi,87413,10741,49719,26123,473,33723,599,1157,1671,2032,88166,34999,34900,21070,9802,9044,4874,4161,348,135,421.24,90.79,116671,39540,4531,1015,3491,45281,16974,28099,20,667953,13104,311983,935,5865,0.77,8.6,10.2,45206,42999,14943,7,287,19,331,4490,7,173,2201,3,1794,43924,42091,1833,1646,15739,22438,32853,2405,676,2940,1337,36163,4001,43482,5392,23,4,33690,24730,8640,114.9,7966,89611,35259,13.5,792,322,12,2,9,55,35,150,48,152,5,27,24,1784,18324
1617,38214.0,西予市　　　　,Seiyo-shi,38919,4199,18830,15867,239,...,191,768,782,1036,37587,16365,16301,9631,4849,5215,3166,3123,96,55,514.34,128.86,34288,13662,2323,439,1825,15323,3480,11372,47,24176,1374,60335,513,2381,0.24,4.2,8.7,30727,29855,3145,4,176,12,169,1716,5,90,919,3,587,18768,18072,696,3802,3159,11000,12198,695,492,2791,1806,14721,3233,17050,2211,44,9,16220,13830,2320,116.94,15369,39892,10401,23.8,494,154,2,0,3,41,20,57,23,54,6,21,16,939,11274
1618,38215.0,東温市　　　　,Toon-shi,34613,4393,20446,9526,143,9657,188,384,1317,1174,36463,13978,13932,8172,4509,3324,1848,1623,131,57,211.3,50.12,39244,13208,1258,226,1019,19090,3473,15370,14,78658,2634,110374,258,2225,0.51,7,11.2,15156,14437,3946,5,278,7,138,1766,2,70,931,1,870,16818,16192,626,1349,2882,11561,12794,603,268,1479,685,8990,6784,17824,8416,2,2,13100,9570,3390,112.72,2465,33637,7112,16.7,244,93,5,1,4,30,13,511,37,153,2,12,5,548,7307
1619,38356.0,上島町　　　　,Kamijima-cho,7135,548,3554,3026,285,...,24,133,252,291,7127,3386,3380,1783,1380,1127,737,705,19,7,30.38,15.49,6694,2523,373,86,282,2495,895,1554,3,39547,458,2684,66,202,0.18,2.6,10,6942,6728,569,0,0,5,36,199,4,26,129,1,62,2963,2899,64,257,1030,1604,2282,128,82,252,144,2256,629,2755,485,5,0,...,...,...,...,289,7078,2810,15.7,67,18,0,0,0,5,4,4,3,3,1,4,4,139,2052
1620,38386.0,久万高原町　　,Kumakogen-cho,8447,728,3712,3984,32,...,24,192,199,271,8699,4052,4039,2273,1519,1334,893,1042,19,14,583.69,65.19,6623,2659,590,96,469,3575,699,2663,12,3312,236,6122,124,420,0.18,10.9,10.9,9455,8692,874,9,71,9,60,281,2,30,192,1,126,4053,3959,94,1179,578,2177,2433,137,109,810,452,3620,322,4263,626,32,1,...,...,...,...,3267,8857,2577,21.3,120,32,0,0,1,11,4,14,5,12,0,2,1,80,2381
1621,38401.0,松前町　　　　,Masaki-cho,30064,4007,17301,8703,85,12884,227,338,1194,1079,28566,11525,11511,7589,2697,3228,1717,1295,111,51,20.41,20.41,35539,12740,1212,261,944,14577,5199,9166,9,131120,3700,85623,316,2762,0.75,5.2,9.3,10917,10540,4498,3,250,3,95,1684,3,67,807,1,908,14619,13948,671,781,3663,9235,11304,610,271,1011,487,6069,7602,13052,6706,4,1,11380,9000,2180,117.62,5149,30888,11232,25.6,309,78,6,1,1,25,16,33,19,33,2,8,7,461,6874
1622,38402.0,砥部町　　　　,Tobe-cho,21239,2671,12161,6323,39,5974,132,237,635,772,18554,8356,8336,5299,2207,2296,1260,955,71,32,101.59,29.98,22228,8550,894,234,654,8209,2012,6156,8,14371,1218,85760,178,1610,0.46,13.2,1.4,8875,8126,2069,4,211,4,77,1135,1,53,588,1,120,10964,10489,475,953,2317,6930,7859,430,261,1105,585,4536,5718,8361,3590,4,1,7800,6760,930,115.99,1582,21635,6403,61.7,166,47,3,0,1,18,8,32,10,26,2,5,3,270,5538
1623,38422.0,内子町　　　　,Uchiko-cho,16742,1904,8422,6352,25,...,85,306,390,408,15645,6475,6453,3871,1598,2010,1164,1055,61,22,299.43,68.76,14282,5915,982,197,765,6418,1839,4317,18,17487,997,13910,234,979,0.26,4.7,5.2,11158,10700,1441,4,106,7,89,741,4,55,455,2,431,8630,8371,259,1726,1938,4513,5422,371,207,1261,987,5978,2260,7428,1317,46,1,6600,5850,750,119.74,4969,17249,4504,17.9,227,75,2,0,1,14,9,19,9,21,3,7,5,343,4742
1624,38442.0,伊方町　　　　,Ikata-cho,9626,839,4637,4150,53,...,29,187,166,279,10367,4488,4477,2488,1610,1481,871,977,31,11,93.98,46.46,7981,3120,545,108,416,4275,1231,2917,17,X,263,3727,116,326,0.52,1.4,5.9,10688,10443,2795,0,0,6,56,317,3,35,182,1,113,4920,4753,167,1556,834,2359,2816,173,124,1018,614,4005,730,5631,1608,7,1,...,...,...,...,2538,9979,2818,15.6,114,20,0,0,0,12,4,7,4,1,2,8,8,214,3227
1625,38484.0,松野町　　　　,Matsuno-cho,4072,354,1984,1726,53,...,24,80,100,113,3643,1675,1653,911,515,532,311,315,8,5,98.45,16.15,2869,1312,186,39,142,1244,263,927,5,X,111,1468,38,148,0.17,3.9,5.3,3601,3522,280,0,0,3,23,154,1,13,87,0,0,1896,1839,57,291,335,1165,1289,78,31,302,122,1130,677,1510,348,14,0,...,...,...,...,1986,4126,1164,11.9,38,6,0,0,0,6,2,3,2,4,1,2,2,67,1201
1626,38488.0,鬼北町　　　　,Kihoku-cho,10705,1159,5027,4516,60,...,33,215,229,292,10379,4614,4590,2695,1452,1493,911,944,25,9,241.88,35.86,9046,3610,542,111,424,3810,893,2805,11,3947,323,12286,125,599,0.22,8.4,8.6,7666,7260,887,0,0,6,61,428,2,28,242,1,285,5057,4886,171,801,959,3004,3399,209,97,736,362,3420,1382,4576,1072,7,0,...,...,...,...,4454,10882,3089,8,130,32,1,0,2,13,5,21,7,12,2,10,7,278,3000
1627,38506.0,愛南町　　　　,Ainan-cho,21902,2137,11008,8687,51,...,82,396,350,585,21195,9410,9380,5427,2833,2941,1681,1740,56,25,238.99,56.02,19388,7493,1373,190,1144,7987,1427,5922,14,3296,470,25168,300,1289,0.23,8.2,6.3,16678,15781,1793,1,43,14,123,804,5,74,507,1,444,10031,9553,478,1998,1365,6114,6694,419,354,1229,789,8289,1173,8962,582,36,0,9150,7640,1490,114.69,6885,22635,7595,22,288,132,2,0,3,23,11,31,14,29,4,11,10,529,7634
1628,39.0,高知県　　　,Kochi-ken,728276,83884,400605,237012,3236,316919,4837,10150,19840,21975,727644,319011,318086,174699,115865,78473,41847,52459,2869,1271,7103.86,1163.11,822282,298536,38404,5689,32309,322493,52262,265294,276,567796,25719,1533518,8365,51855,...,...,...,452701,439658,83967,41,2789,234,3017,33689,128,2074,17929,46,19464,340040,323408,16632,36923,53755,222070,235683,13828,9887,35137,20804,240975,73449,322875,72916,201,40,320900,211100,104300,95.69,133542,732689,252044,21.4,7841,4423,100,6,119,565,370,2276,520,1706,53,326,253,19432,184866
1629,39201.0,高知市　　　　,Kochi-shi,337190,42364,197306,91788,1147,271698,2619,3813,8589,9179,346494,153594,153246,81551,61584,30935,16036,22340,1551,659,309,136.19,438546,147391,17390,2112,15236,162997,20084,142327,26,172101,7817,972508,3579,27617,0.59,0.4,14.9,152033,148745,44741,17,1623,41,1061,16902,25,738,9596,17,11826,149726,142559,7167,4176,21559,108937,110777,7338,3391,10416,4680,117974,18094,147948,23483,41,8,154120,82050,67710,83.26,26466,334334,122836,18.2,3181,2174,57,5,57,269,199,1257,298,996,11,118,90,9470,71564
1630,39202.0,室戸市　　　　,Muroto-shi,13524,1024,6362,6129,65,...,50,277,231,439,13406,6512,6501,3442,2506,2095,1245,1528,42,23,248.18,34.61,11160,4772,867,128,726,4839,878,3733,7,13009,481,14680,230,851,0.22,4.3,15,14094,13748,1157,0,0,7,65,422,5,56,202,1,169,5956,5541,415,1108,962,3444,3672,203,237,863,537,4797,682,5491,632,3,1,6610,5520,1070,105.96,3210,14254,4752,28.9,231,97,1,0,2,9,6,12,7,11,1,11,10,295,4906
1631,39203.0,安芸市　　　　,Aki-shi,17577,1811,9127,6574,42,5416,95,289,437,452,18008,7604,7590,4176,2615,2168,1093,1493,57,22,317.21,36.81,17245,7144,1011,163,831,7015,1002,5866,10,6714,307,24107,236,1176,0.29,3.7,8.4,13521,13191,1791,1,19,12,96,739,6,62,465,2,369,9061,8638,423,2328,1135,4899,5171,288,407,1346,1220,6603,1796,9081,2239,19,1,8120,6290,1820,104.13,8167,18026,6712,26.6,231,123,2,0,2,15,9,60,11,44,2,11,9,496,6149
1632,39204.0,南国市　　　　,Nankoku-shi,47982,6061,27501,14107,189,12584,364,578,1881,1877,50535,19481,19431,11184,6349,4595,2367,2534,200,85,125.3,64.39,54805,20054,2046,399,1623,24721,5565,18846,25,100684,4219,134269,467,3514,0.59,5.2,8.1,22578,21747,5979,2,187,14,217,2432,6,118,1054,4,1925,23165,22077,1088,2677,3819,15088,16743,822,573,2202,1439,11643,10139,24396,12458,18,1,18650,12600,5820,104.83,8535,48011,14219,14.1,421,181,5,0,9,35,17,437,34,162,4,24,15,1335,11459
1633,39205.0,土佐市　　　　,Tosa-shi,27038,3048,14625,9347,309,5711,189,404,679,806,25396,10255,10220,5997,2680,2970,1394,1559,107,43,91.5,43.51,28143,10823,1173,184,970,11166,1996,8863,15,22576,1468,34308,274,1735,0.37,0.1,9.9,14704,14330,2606,1,61,10,139,1241,3,67,516,2,310,13228,12323,905,2425,2321,7540,8382,461,453,1521,1437,7712,4528,11063,3268,3,3,10130,8690,1230,121.1,7103,27885,9448,12.8,273,125,6,0,3,17,12,55,15,58,2,14,12,807,8352
1634,39206.0,須崎市　　　　,Susaki-shi,22606,2280,12096,8184,389,...,134,312,640,794,23828,9121,9090,5006,2933,2621,1333,1488,75,30,135.44,33.48,21235,8357,1260,186,1060,10443,1910,8331,8,65257,1050,45845,333,1823,0.4,4.6,17.2,16355,16014,2788,1,11,8,108,894,6,79,589,3,1370,10637,10186,451,1982,1816,6020,6747,390,483,1276,1049,8133,1829,11596,3239,7,1,9280,6870,2390,99.21,2901,22822,7203,92.6,309,142,1,0,3,11,10,44,13,44,1,11,9,589,6979
1635,39208.0,宿毛市　　　　,Sukumo-shi,20907,2396,11215,7265,59,...,120,351,536,679,21338,8925,8887,5194,2840,2437,1332,1467,68,46,286.2,48.17,19737,7777,1466,234,1207,9434,1886,7257,12,12089,975,47231,308,1452,0.35,1.3,14.3,11418,11168,2128,1,85,9,104,970,6,72,454,2,658,10266,9709,557,1417,1793,6463,6837,401,432,1198,790,7737,1894,10101,2286,6,1,9410,6940,2480,104.12,4674,21349,8583,15.3,292,200,3,0,5,16,13,87,17,53,2,15,10,594,6269
1636,39209.0,土佐清水市　　,Tosashimizu-shi,13778,1147,6294,6337,45,...,65,261,291,360,13411,6586,6567,3722,2458,2213,1301,1659,23,11,266.34,39.35,11989,4795,975,160,802,5744,1199,4360,6,4846,541,9652,206,765,0.25,0.8,17.9,11468,11344,1285,1,51,11,66,474,5,31,253,1,163,6001,5492,509,808,984,3695,3816,185,255,819,412,4779,690,5234,432,1,1,6850,5530,1320,99.26,3231,13997,5772,23.2,202,112,2,0,4,5,7,16,10,14,1,5,5,213,4876
1637,39210.0,四万十市　　　,Shimanto-shi,34313,4052,18391,11716,101,11040,208,521,1153,1160,35471,14771,14697,8312,5018,3828,2055,2389,133,59,632.29,98.96,35160,13457,2484,312,2149,16749,2159,14352,22,12975,739,69071,552,2941,0.33,2,11.2,21703,21296,3583,1,134,26,191,1611,14,164,925,3,920,16654,15925,729,1817,2491,11297,11350,575,515,2113,1110,13248,2372,16934,3381,29,2,14920,10150,4560,101.59,4365,34530,12465,24.8,523,375,4,0,7,29,20,61,23,70,2,24,19,1008,9338
1638,39211.0,香南市　　　　,Konan-shi,32961,4365,18375,10132,126,...,214,449,1162,1187,28172,12953,12917,7938,3610,3472,1798,1788,129,60,126.46,54.5,36065,14140,1277,186,1070,10810,2023,8504,19,37115,1226,51428,297,1915,0.35,2.7,10,19514,19062,3155,4,268,8,155,1760,4,83,773,1,128,16625,15858,767,2717,2507,10293,11400,551,558,1708,1401,8602,6974,12217,3333,16,2,12450,9250,2910,119.01,2607,33815,9144,12.2,288,152,4,1,2,24,14,33,20,30,3,14,8,885,9000
1639,39212.0,香美市　　　　,Kami-shi,27513,2673,14539,10111,214,10470,150,444,853,812,26477,11979,11914,6105,4571,3229,1726,2033,85,42,537.86,66.58,26466,9985,1242,239,978,9888,2102,7477,17,29671,1554,20633,258,1373,0.29,1.1,8.3,17539,17145,2476,2,129,8,116,1113,4,65,487,1,465,12976,12417,559,2282,2099,7846,8717,424,535,1603,1030,7538,4728,11374,3685,13,3,12030,8450,3540,106.1,11026,26699,7514,18.1,254,115,4,0,4,22,13,39,17,49,2,8,6,584,7342
1640,39301.0,東洋町　　　　,Toyo-cho,2584,190,1233,1160,59,...,18,54,46,83,2392,1382,1381,680,623,394,248,378,6,5,74.06,10.3,2037,819,170,30,137,688,125,531,2,263,40,2070,37,112,0.12,1.6,8.7,2840,2795,185,0,0,2,17,66,2,17,34,0,0,1128,1033,95,274,194,560,706,24,66,146,85,702,269,896,132,2,1,...,...,...,...,711,2621,920,25.7,38,8,0,0,0,2,1,2,1,3,0,2,2,35,943
1641,39302.0,奈半利町　　　,Nahari-cho,3326,310,1584,1427,10,...,16,73,102,134,3289,1474,1471,803,543,430,227,346,12,10,28.36,6.79,2702,1095,217,31,184,1191,201,982,2,2026,66,3809,56,266,0.18,3.5,-2.2,8243,7544,287,0,0,2,14,113,1,12,60,0,0,1461,1398,63,261,238,876,913,47,56,226,140,868,509,1443,554,0,0,...,...,...,...,1645,3332,1304,31.3,50,40,1,0,0,4,3,4,3,11,1,1,1,78,1014
1642,39303.0,田野町　　　　,Tano-cho,2733,259,1386,1088,8,...,15,44,78,135,2842,1188,1185,623,400,343,164,235,15,3,6.53,3.53,2525,1059,177,38,136,1157,179,961,1,997,77,3996,41,187,0.19,2.6,3.4,2772,2707,258,1,54,1,15,91,1,17,41,1,67,1391,1287,104,250,237,788,819,61,39,230,128,775,497,1396,606,0,1,...,...,...,...,1200,2764,1111,28,42,10,1,0,1,1,2,6,2,8,0,1,1,30,830
1643,39304.0,安田町　　　　,Yasuda-cho,2631,203,1277,1151,3,...,16,48,55,66,2395,1146,1144,629,356,380,195,256,7,5,52.36,9.87,2279,1022,145,22,119,782,265,491,3,2106,98,1772,30,98,0.15,5,3.1,3045,2948,208,0,0,1,11,65,1,13,30,0,0,1418,1332,86,494,179,655,701,38,52,275,261,865,461,1172,301,1,0,...,...,...,...,2002,2809,779,21.3,30,10,0,0,0,2,1,3,1,2,0,1,1,66,925
1644,39305.0,北川村　　　　,Kitagawa-mura,1294,140,604,550,4,...,4,24,48,59,1246,582,582,326,200,178,105,142,6,2,196.73,12.49,1170,493,61,15,42,537,141,325,2,X,33,137,10,28,0.17,3.5,-3,2529,2421,210,0,0,1,11,56,1,9,20,0,0,695,676,19,240,113,322,421,18,18,140,78,432,242,666,232,1,0,...,...,...,...,818,1354,336,3.9,11,4,0,0,0,0,0,0,0,0,0,1,1,32,368
1645,39306.0,馬路村　　　　,Umaji-mura,823,90,409,324,2,...,4,14,30,27,898,391,391,208,143,108,72,72,5,2,165.48,9.19,1168,465,71,14,50,520,190,238,1,3249,108,222,7,15,0.13,8.2,5.8,2229,2079,137,0,0,2,16,45,2,13,15,0,0,421,415,6,82,107,224,333,17,4,39,20,383,31,505,121,0,0,...,...,...,...,352,919,525,10.1,11,2,0,0,0,2,0,1,0,0,0,2,2,29,204
1646,39307.0,芸西村　　　　,Geisei-mura,3858,428,1940,1488,20,...,21,68,92,113,3912,1488,1477,819,453,408,215,287,10,3,39.6,10.3,3734,1566,167,22,142,1804,128,1652,3,310,46,5124,45,186,0.24,0.9,8,3214,3176,398,1,66,1,21,176,1,12,87,0,0,2030,1959,71,793,212,945,1100,50,108,303,390,1330,624,2116,781,0,1,...,...,...,...,1083,3877,1542,30.6,42,10,0,0,1,3,1,8,1,5,1,1,1,88,1489
1647,39341.0,本山町　　　　,Motoyama-cho,3573,321,1715,1537,25,...,21,95,250,136,3494,1688,1675,860,697,479,297,435,14,3,134.22,10.85,3236,1360,217,36,168,1371,243,1058,3,997,89,2858,54,210,0.16,5.2,6,5117,4986,297,0,0,2,21,121,1,15,54,1,77,1834,1761,73,372,285,1099,1208,65,34,302,145,1220,533,1701,473,0,0,...,...,...,...,2003,3544,1165,16.3,53,17,0,0,1,2,1,7,1,6,1,1,1,106,853
1648,39344.0,大豊町　　　　,Otoyo-cho,3962,188,1559,2215,34,...,12,106,90,233,4024,2050,2046,1014,888,714,446,642,9,5,315.06,37.78,2657,1229,234,46,181,1501,435,971,3,4903,239,3325,58,176,0.16,11.4,7.4,5362,4907,369,0,0,1,14,77,1,12,40,0,0,2112,2047,65,745,397,905,1088,69,43,648,199,1659,387,2178,518,13,0,...,...,...,...,2352,4090,837,8.5,59,13,0,0,1,8,1,3,2,1,0,3,3,56,1105
1649,39363.0,土佐町　　　　,Tosa-cho,3997,382,1823,1792,16,...,24,87,112,112,3992,1734,1729,898,637,513,318,377,4,2,212.13,27.69,3265,1444,244,50,186,1765,320,1365,5,1446,116,2309,53,178,0.2,1.1,6.7,3607,3458,448,0,0,1,13,151,1,14,74,0,0,2046,1976,70,491,347,1113,1276,78,43,377,190,1535,421,2044,489,0,1,...,...,...,...,1465,3992,1389,12.4,53,16,1,0,1,4,1,7,2,8,1,2,1,120,993
1650,39364.0,大川村　　　　,Okawa-mura,396,41,184,171,1,...,1,8,27,26,434,210,209,96,100,57,34,55,3,0,95.27,5.18,436,155,30,5,22,216,67,111,0,0,0,132,3,9,0.1,3,8.2,2071,2007,73,0,0,1,5,16,1,12,13,0,0,190,181,9,53,23,105,134,11,3,20,13,154,26,219,64,0,1,...,...,...,...,168,407,90,21.1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,83
1651,39386.0,いの町　　　　,Ino-cho,22767,2257,12326,8105,28,...,105,291,550,732,19962,9198,9174,5662,2463,2777,1500,1537,81,44,470.97,46.33,26186,9907,1018,199,809,8337,2166,6044,7,28791,1202,21082,224,1170,0.34,3.7,8.4,13409,12961,2541,6,68,16,109,956,7,83,426,2,471,11073,10508,565,812,2171,7320,8060,483,247,1044,520,4967,5342,8283,3117,7,1,9400,8190,1170,108.71,1996,23801,6699,29.4,237,98,3,0,4,19,9,37,13,40,2,8,8,447,5954
1652,39387.0,仁淀川町　　　,Niyodogawa-cho,5551,387,2170,2994,48,...,16,150,143,200,5776,2778,2752,1385,1168,939,605,865,12,10,333,35.64,3979,1735,359,78,274,2381,868,1446,5,2618,293,1651,77,184,0.17,5.1,1.8,7753,7475,562,0,0,3,27,148,2,25,81,0,0,2242,2170,72,253,695,1142,1480,87,65,323,162,1839,300,2485,615,2,0,...,...,...,...,2583,5610,2114,14.1,80,19,0,0,1,5,1,5,3,3,2,4,4,113,1521
1653,39401.0,中土佐町　　　,Nakatosa-cho,6840,626,3273,2941,18,...,38,122,114,182,6254,2916,2909,1674,924,976,521,611,20,13,193.2,20.85,5884,2386,383,77,299,2518,660,1799,5,2906,320,6601,87,343,0.17,8.1,4.8,7597,7200,523,0,0,5,35,257,3,35,140,0,0,3291,3082,209,596,620,1819,2070,107,144,434,277,2065,944,2682,544,1,0,...,...,...,...,3692,7249,2608,70.6,93,38,1,0,1,7,3,5,2,5,2,4,3,184,2003
1654,39402.0,佐川町　　　　,Sakawa-cho,13114,1510,6657,4947,28,...,71,208,374,412,11414,5237,5218,3162,1472,1600,899,956,38,21,100.8,26.96,12785,5168,532,87,441,3798,595,3182,9,4538,339,12380,126,694,0.31,7.2,5.1,7757,7368,1122,0,0,4,57,565,3,43,299,1,153,6494,6150,344,870,1221,3990,4471,167,181,800,443,3384,2691,4820,1361,1,1,...,...,...,...,5278,13256,4509,12.4,125,60,3,0,2,10,3,27,3,19,1,11,7,426,3398
1655,39403.0,越知町　　　　,Ochi-cho,5795,506,2659,2629,13,...,25,114,150,160,5608,2518,2507,1366,882,785,445,600,14,8,111.95,17.98,5215,2166,331,52,278,2284,424,1837,4,3000,234,6175,85,347,0.19,2.2,6.7,5116,4985,478,1,33,1,17,214,1,13,115,0,0,2751,2622,129,372,607,1635,1824,113,107,366,206,1675,935,2559,872,7,1,...,...,...,...,2491,5946,2151,13.7,77,30,0,0,4,3,2,17,2,17,1,1,1,108,1575
1656,39405.0,檮原町　　　　,Yusuhara-cho,3608,346,1735,1527,3,...,13,60,128,108,3615,1560,1552,847,548,492,324,337,11,3,236.45,22.14,2825,1198,245,55,184,1501,479,1002,3,3812,230,1988,50,160,0.11,4.9,5.1,7549,6844,297,0,0,1,13,135,1,16,72,1,128,1912,1846,66,511,443,892,1131,58,39,442,175,1681,163,1864,181,1,0,...,...,...,...,1343,3619,722,51.7,53,23,0,0,1,4,1,5,1,3,1,1,1,115,964
1657,39410.0,日高村　　　　,Hidaka-mura,5030,472,2582,1976,10,...,18,88,110,138,4870,1968,1961,1145,529,641,324,366,8,9,44.85,15.48,4480,1977,224,62,158,2046,702,1302,3,12621,625,4174,48,274,0.28,2.1,7.5,4597,4434,496,0,0,3,31,239,2,24,128,0,0,2419,2310,109,255,511,1411,1665,62,64,292,132,1027,1174,2220,1084,4,1,...,...,...,...,1998,5195,1516,16.5,49,21,0,0,0,4,1,1,1,2,1,2,2,137,1391
1658,39411.0,津野町　　　　,Tsuno-cho,5794,641,2747,2406,24,...,30,120,130,176,5125,2297,2291,1293,622,752,406,424,15,6,197.85,21.54,4970,2084,311,91,216,1840,642,1146,4,1997,211,3836,62,239,0.15,6.7,-4.7,6930,6647,470,0,0,3,39,275,2,27,131,0,0,2859,2751,108,574,745,1431,1906,101,86,407,250,1894,850,2236,335,0,2,...,...,...,...,846,6023,1428,63.5,64,22,0,0,0,5,2,3,2,3,2,2,2,63,1541
1659,39412.0,四万十町　　　,Shimanto-cho,17325,1739,8224,7323,61,...,98,314,398,484,17235,7454,7428,4018,2455,2300,1317,1546,64,16,642.3,83.24,15562,6236,1049,171,850,6927,1463,5043,26,8769,617,17841,270,1093,0.21,5.7,8,16933,16370,1603,0,0,16,113,700,6,61,389,2,151,9326,9044,282,2878,1465,4669,5293,303,353,1874,1163,8260,727,9157,840,0,2,7660,5940,1720,111.42,8941,17893,5926,12.6,263,106,1,0,2,15,8,26,10,25,2,13,11,517,5387
1660,39424.0,大月町　　　　,Otsuki-cho,5095,446,2409,2240,9,...,12,124,96,139,4681,2369,2363,1327,814,790,432,566,13,6,102.94,21.31,4011,1696,323,46,255,1552,200,1117,5,311,23,2518,70,226,0.15,5,6.8,4805,4651,372,1,0,1,16,185,1,19,105,0,0,2391,2220,171,676,325,1215,1439,69,105,384,216,1569,640,1892,312,3,1,...,...,...,...,1108,5297,1515,17.2,72,18,0,0,1,2,2,3,3,9,1,3,3,107,1910
1661,39427.0,三原村　　　　,Mihara-mura,1574,145,716,713,13,...,6,34,32,55,1483,703,701,408,242,239,141,162,4,3,85.37,11.34,1178,521,107,25,76,559,154,327,4,X,20,213,19,60,0.11,2,8,2737,2632,111,0,0,1,11,46,1,11,30,0,0,707,673,34,128,161,383,472,27,17,112,45,420,251,609,187,1,0,...,...,...,...,872,1655,405,20.5,18,5,0,0,0,2,1,1,0,0,1,0,0,0,470
1662,39428.0,黒潮町　　　　,Kuroshio-cho,11217,1036,5562,4618,113,...,45,205,233,320,10167,4899,4880,2829,1542,1615,932,986,28,12,188.59,39.77,9445,4060,598,134,450,3412,811,2448,8,3907,316,5572,113,438,0.2,2.8,6.5,11559,11270,835,0,0,11,73,434,2,36,231,1,114,5554,5242,312,1206,973,3049,3561,135,174,888,461,3505,1706,4297,761,1,2,...,...,...,...,6310,11714,3805,18.9,113,56,0,0,0,8,6,4,2,5,2,6,4,299,3711
