"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1985100000","1985年度","45403","宮崎県 西米良村","","1455171","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45404","宮崎県 木城町","","1935514","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45405","宮崎県 川南町","","3879772","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45406","宮崎県 都農町","","3083835","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45421","宮崎県 門川町","","4215063","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45429","宮崎県 諸塚村","","2319901","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45430","宮崎県 椎葉村","","3399772","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45431","宮崎県 美郷町","","6090154","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45441","宮崎県 高千穂町","","4456400","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45442","宮崎県 日之影町","","3116904","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45443","宮崎県 五ヶ瀬町","","2143681","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46201","鹿児島県 鹿児島市","","120350793","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46203","鹿児島県 鹿屋市","","24419519","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46204","鹿児島県 枕崎市","","7320581","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46206","鹿児島県 阿久根市","","8221148","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46208","鹿児島県 出水市","","13259288","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46210","鹿児島県 指宿市","","11064716","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46213","鹿児島県 西之表市","","7024706","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46214","鹿児島県 垂水市","","5653727","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46215","鹿児島県 薩摩川内市","","30902321","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46216","鹿児島県 日置市","","12232157","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46217","鹿児島県 曽於市","","12154030","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46218","鹿児島県 霧島市","","27310142","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46219","鹿児島県 いちき串木野市","","8235069","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46220","鹿児島県 南さつま市","","14864092","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46221","鹿児島県 志布志市","","9914816","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46222","鹿児島県 奄美市","","19700846","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46223","鹿児島県 南九州市","","13102094","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46224","鹿児島県 伊佐市","","11711619","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46225","鹿児島県 姶良市","","12697503","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46303","鹿児島県 三島村","","1927211","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46304","鹿児島県 十島村","","3219535","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46392","鹿児島県 さつま町","","9380667","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","46404","鹿児島県 長島町","","6801198","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
